date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202053,SH,male,55,sex,40768,55,0.13,0.13,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.487,48.699999999999996
202101,SH,male,381,sex,40768,436,0.93,1.07,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.29,28.999999999999996
202102,SH,male,355,sex,40768,791,0.87,1.94,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.341,34.1
202103,SH,male,598,sex,40768,1389,1.47,3.41,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.418,41.8
202104,SH,male,666,sex,40768,2055,1.63,5.04,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.429,42.9
202105,SH,male,342,sex,40768,2397,0.84,5.88,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.477,47.699999999999996
202106,SH,male,29,sex,40768,2426,0.07,5.95,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.518,51.800000000000004
202107,SH,male,37,sex,40768,2463,0.09,6.04,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.366,36.6
202108,SH,male,318,sex,40768,2781,0.78,6.82,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.545,54.50000000000001
202109,SH,male,443,sex,40768,3224,1.09,7.91,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.513,51.300000000000004
202110,SH,male,46,sex,40768,3270,0.11,8.02,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.489,48.9
202111,SH,male,22,sex,40768,3292,0.05,8.07,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.355,35.5
202112,SH,male,413,sex,40768,3705,1.01,9.09,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.505,50.5
202113,SH,male,741,sex,40768,4446,1.82,10.91,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.482,48.199999999999996
202114,SH,male,780,sex,40768,5226,1.91,12.82,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.455,45.5
202115,SH,male,1889,sex,40768,7115,4.63,17.45,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.464,46.400000000000006
202116,SH,male,1403,sex,40768,8518,3.44,20.89,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.478,47.8
202117,SH,male,1278,sex,40768,9796,3.13,24.03,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.478,47.8
202118,SH,male,1418,sex,40768,11214,3.48,27.51,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.44,44
202119,SH,male,363,sex,40768,11577,0.89,28.4,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.465,46.5
202120,SH,male,1190,sex,40768,12767,2.92,31.32,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.504,50.4
202121,SH,male,1414,sex,40768,14181,3.47,34.78,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.541,54.1
202122,SH,male,1366,sex,40768,15547,3.35,38.14,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.506,50.6
202123,SH,male,2629,sex,40768,18176,6.45,44.58,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.514,51.4
202124,SH,male,1835,sex,40768,20011,4.5,49.09,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.555,55.50000000000001
202052,SH,female,0,sex,41580,0,0,0,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,NA,NA
202053,SH,female,57,sex,41580,57,0.14,0.14,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.504,50.4
202101,SH,female,931,sex,41580,988,2.24,2.38,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.71,71
202102,SH,female,685,sex,41580,1673,1.65,4.02,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.659,65.9
202103,SH,female,833,sex,41580,2506,2,6.03,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.582,58.199999999999996
202104,SH,female,887,sex,41580,3393,2.13,8.16,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.571,57.099999999999994
202105,SH,female,375,sex,41580,3768,0.9,9.06,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.523,52.300000000000004
202106,SH,female,27,sex,41580,3795,0.06,9.13,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.482,48.199999999999996
202107,SH,female,64,sex,41580,3859,0.15,9.28,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.634,63.4
202108,SH,female,265,sex,41580,4124,0.64,9.92,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.455,45.5
202109,SH,female,421,sex,41580,4545,1.01,10.93,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.487,48.699999999999996
202110,SH,female,48,sex,41580,4593,0.12,11.05,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.511,51.1
202111,SH,female,40,sex,41580,4633,0.1,11.14,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.645,64.5
202112,SH,female,405,sex,41580,5038,0.97,12.12,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.495,49.5
202113,SH,female,795,sex,41580,5833,1.91,14.03,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.518,51.800000000000004
202114,SH,female,933,sex,41580,6766,2.24,16.27,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.545,54.50000000000001
202115,SH,female,2179,sex,41580,8945,5.24,21.51,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.536,53.6
202116,SH,female,1535,sex,41580,10480,3.69,25.2,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.522,52.2
202117,SH,female,1397,sex,41580,11877,3.36,28.56,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.522,52.2
202118,SH,female,1805,sex,41580,13682,4.34,32.91,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.56,56.00000000000001
202119,SH,female,418,sex,41580,14100,1.01,33.91,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.535,53.5
202120,SH,female,1169,sex,41580,15269,2.81,36.72,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.496,49.6
202121,SH,female,1202,sex,41580,16471,2.89,39.61,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.459,45.9
202122,SH,female,1336,sex,41580,17807,3.21,42.83,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.494,49.4
202123,SH,female,2483,sex,41580,20290,5.97,48.8,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.486,48.6
202124,SH,female,1469,sex,41580,21759,3.53,52.33,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.445,44.5
202052,SH,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,NA,NA
202053,SH,unknown,1,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.009,0.8999999999999999
202101,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202102,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202103,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202104,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202105,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202106,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202107,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202108,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202109,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202110,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202111,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202112,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202113,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202114,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202115,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202116,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202117,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202118,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202119,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202120,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202121,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202122,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202123,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202124,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202052,SO,male,0,sex,137659,0,0,0,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,NA,NA
202053,SO,male,26,sex,137659,26,0.02,0.02,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.2,20
202101,SO,male,1425,sex,137659,1451,1.04,1.05,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.393,39.300000000000004
202102,SO,male,1602,sex,137659,3053,1.16,2.22,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.39,39
202103,SO,male,1894,sex,137659,4947,1.38,3.59,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.487,48.699999999999996
202104,SO,male,1092,sex,137659,6039,0.79,4.39,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.486,48.6
202105,SO,male,361,sex,137659,6400,0.26,4.65,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.499,49.9
202106,SO,male,821,sex,137659,7221,0.6,5.25,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.5,50
202107,SO,male,443,sex,137659,7664,0.32,5.57,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.5,50
202108,SO,male,186,sex,137659,7850,0.14,5.7,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.393,39.300000000000004
202109,SO,male,1322,sex,137659,9172,0.96,6.66,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.407,40.699999999999996
202110,SO,male,964,sex,137659,10136,0.7,7.36,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.439,43.9
202111,SO,male,1178,sex,137659,11314,0.86,8.22,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.438,43.8
202112,SO,male,3177,sex,137659,14491,2.31,10.53,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.438,43.8
202113,SO,male,431,sex,137659,14922,0.31,10.84,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.271,27.1
202114,SO,male,1302,sex,137659,16224,0.95,11.79,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.464,46.400000000000006
202115,SO,male,3899,sex,137659,20123,2.83,14.62,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.483,48.3
202116,SO,male,2451,sex,137659,22574,1.78,16.4,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.486,48.6
202117,SO,male,4246,sex,137659,26820,3.08,19.48,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.496,49.6
202118,SO,male,4694,sex,137659,31514,3.41,22.89,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.474,47.4
202119,SO,male,2867,sex,137659,34381,2.08,24.98,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.479,47.9
202120,SO,male,5050,sex,137659,39431,3.67,28.64,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.445,44.5
202121,SO,male,4337,sex,137659,43768,3.15,31.79,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.521,52.1
202122,SO,male,5552,sex,137659,49320,4.03,35.83,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.526,52.6
202123,SO,male,8699,sex,137659,58019,6.32,42.15,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.539,53.900000000000006
202124,SO,male,6232,sex,137659,64251,4.53,46.67,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.554,55.400000000000006
202052,SO,female,0,sex,137588,0,0,0,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,NA,NA
202053,SO,female,104,sex,137588,104,0.08,0.08,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.8,80
202101,SO,female,2200,sex,137588,2304,1.6,1.67,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.607,60.699999999999996
202102,SO,female,2505,sex,137588,4809,1.82,3.5,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.61,61
202103,SO,female,1999,sex,137588,6808,1.45,4.95,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.513,51.300000000000004
202104,SO,female,1155,sex,137588,7963,0.84,5.79,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.514,51.4
202105,SO,female,362,sex,137588,8325,0.26,6.05,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.501,50.1
202106,SO,female,820,sex,137588,9145,0.6,6.65,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.5,50
202107,SO,female,443,sex,137588,9588,0.32,6.97,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.5,50
202108,SO,female,287,sex,137588,9875,0.21,7.18,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.607,60.699999999999996
202109,SO,female,1924,sex,137588,11799,1.4,8.58,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.593,59.3
202110,SO,female,1232,sex,137588,13031,0.9,9.47,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.561,56.10000000000001
202111,SO,female,1513,sex,137588,14544,1.1,10.57,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.562,56.2
202112,SO,female,4084,sex,137588,18628,2.97,13.54,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.562,56.2
202113,SO,female,1161,sex,137588,19789,0.84,14.38,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.729,72.89999999999999
202114,SO,female,1504,sex,137588,21293,1.09,15.48,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.536,53.6
202115,SO,female,4180,sex,137588,25473,3.04,18.51,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.517,51.7
202116,SO,female,2596,sex,137588,28069,1.89,20.4,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.514,51.4
202117,SO,female,4322,sex,137588,32391,3.14,23.54,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.504,50.4
202118,SO,female,5208,sex,137588,37599,3.79,27.33,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.526,52.6
202119,SO,female,3121,sex,137588,40720,2.27,29.6,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.521,52.1
202120,SO,female,6308,sex,137588,47028,4.58,34.18,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.555,55.50000000000001
202121,SO,female,3983,sex,137588,51011,2.89,37.08,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.479,47.9
202122,SO,female,4997,sex,137588,56008,3.63,40.71,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.474,47.4
202123,SO,female,7448,sex,137588,63456,5.41,46.12,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.461,46.1
202124,SO,female,5020,sex,137588,68476,3.65,49.77,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.446,44.6
202052,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,NA,NA
202053,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202101,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202102,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202103,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202104,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202105,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202106,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202107,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202108,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202109,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202110,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202111,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202112,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202113,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202114,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202115,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202116,SO,unknown,1,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202117,SO,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202118,SO,unknown,1,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202119,SO,unknown,1,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202120,SO,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202121,SO,unknown,1,sex,NA,4,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202122,SO,unknown,0,sex,NA,4,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202123,SO,unknown,0,sex,NA,4,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202124,SO,unknown,0,sex,NA,4,NA,NA,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0,0
202052,SZ,male,31,sex,82213,31,0.04,0.04,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.313,31.3
202053,SZ,male,46,sex,82213,77,0.06,0.09,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.303,30.3
202101,SZ,male,209,sex,82213,286,0.25,0.35,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.327,32.7
202102,SZ,male,287,sex,82213,573,0.35,0.7,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.351,35.099999999999994
202103,SZ,male,566,sex,82213,1139,0.69,1.39,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.431,43.1
202104,SZ,male,447,sex,82213,1586,0.54,1.93,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.509,50.9
202105,SZ,male,649,sex,82213,2235,0.79,2.72,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.513,51.300000000000004
202106,SZ,male,769,sex,82213,3004,0.94,3.65,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.511,51.1
202107,SZ,male,865,sex,82213,3869,1.05,4.71,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.535,53.5
202108,SZ,male,727,sex,82213,4596,0.88,5.59,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.495,49.5
202109,SZ,male,730,sex,82213,5326,0.89,6.48,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.539,53.900000000000006
202110,SZ,male,1018,sex,82213,6344,1.24,7.72,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.477,47.699999999999996
202111,SZ,male,673,sex,82213,7017,0.82,8.54,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.479,47.9
202112,SZ,male,776,sex,82213,7793,0.94,9.48,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.516,51.6
202113,SZ,male,716,sex,82213,8509,0.87,10.35,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.498,49.8
202114,SZ,male,666,sex,82213,9175,0.81,11.16,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.525,52.5
202115,SZ,male,948,sex,82213,10123,1.15,12.31,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.506,50.6
202116,SZ,male,2042,sex,82213,12165,2.48,14.8,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.512,51.2
202117,SZ,male,2555,sex,82213,14720,3.11,17.9,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.474,47.4
202118,SZ,male,3140,sex,82213,17860,3.82,21.72,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.5,50
202119,SZ,male,3418,sex,82213,21278,4.16,25.88,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.519,51.9
202120,SZ,male,3179,sex,82213,24457,3.87,29.75,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.526,52.6
202121,SZ,male,2717,sex,82213,27174,3.3,33.05,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.534,53.400000000000006
202122,SZ,male,2277,sex,82213,29451,2.77,35.82,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.533,53.300000000000004
202123,SZ,male,2416,sex,82213,31867,2.94,38.76,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.535,53.5
202124,SZ,male,2337,sex,82213,34204,2.84,41.6,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.533,53.300000000000004
202052,SZ,female,68,sex,78267,68,0.09,0.09,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.687,68.7
202053,SZ,female,106,sex,78267,174,0.14,0.22,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.697,69.69999999999999
202101,SZ,female,431,sex,78267,605,0.55,0.77,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.673,67.30000000000001
202102,SZ,female,531,sex,78267,1136,0.68,1.45,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.649,64.9
202103,SZ,female,747,sex,78267,1883,0.95,2.41,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.569,56.89999999999999
202104,SZ,female,431,sex,78267,2314,0.55,2.96,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.491,49.1
202105,SZ,female,616,sex,78267,2930,0.79,3.74,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.487,48.699999999999996
202106,SZ,female,735,sex,78267,3665,0.94,4.68,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.489,48.9
202107,SZ,female,751,sex,78267,4416,0.96,5.64,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.465,46.5
202108,SZ,female,743,sex,78267,5159,0.95,6.59,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.505,50.5
202109,SZ,female,624,sex,78267,5783,0.8,7.39,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.461,46.1
202110,SZ,female,1114,sex,78267,6897,1.42,8.81,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.523,52.300000000000004
202111,SZ,female,731,sex,78267,7628,0.93,9.75,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.521,52.1
202112,SZ,female,728,sex,78267,8356,0.93,10.68,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.484,48.4
202113,SZ,female,722,sex,78267,9078,0.92,11.6,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.502,50.2
202114,SZ,female,603,sex,78267,9681,0.77,12.37,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.475,47.5
202115,SZ,female,924,sex,78267,10605,1.18,13.55,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.494,49.4
202116,SZ,female,1950,sex,78267,12555,2.49,16.04,COVID19AtLeastOneDosePersons,2021-06-22_10-42-13,detailed,0.488,48.8
